,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,district,street,underground,residential_complex,square_price
1342,RealLife,real_estate_agent,Домодедово,sale,flat,4,17,1,40.2,6650000.0,2007,Вторичка,1 лоджия,Открытая,22.0,9.0,2.5,unknown, Северная,Подольск,unknown,165422.8855721393
1343,unknown,unknown,Домодедово,sale,flat,17,17,1,47.06,8659040.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.82,unknown,unknown,Остафьево,Домодедово Парк ЖК,184000.0
1344,RealLife,real_estate_agent,Домодедово,sale,flat,3,17,1,44.0,8500000.0,2021,Вторичка,1 лоджия,unknown,20.0,14.0,2.7,unknown,unknown,Подольск,unknown,193181.81818181818
1345,ИНКОМ-Недвижимость,real_estate_agent,Домодедово,sale,flat,8,17,1,45.8,6300000.0,2014,Вторичка,2 лоджии,unknown,20.0,10.5,2.7,unknown, Набережная,Подольск,unknown,137554.58515283844
1346,unknown,unknown,Домодедово,sale,flat,16,17,1,36.35,5752751.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.82,unknown,unknown,Остафьево,Домодедово Парк ЖК,158260.0
1347,RealLife,real_estate_agent,Домодедово,sale,flat,15,17,1,42.0,7999000.0,2014,Вторичка,1 лоджия,unknown,15.6,9.0,2.7,unknown, Кирова,Подольск,"ул. Кирова, 17",190452.38095238095
1348,EstateLiga,real_estate_agent,Домодедово,sale,flat,11,17,1,42.5,6700000.0,2014,Вторичка,1 лоджия,Открытая,17.0,10.0,2.75,unknown, Курыжова,Подольск,Новое Домодедово,157647.0588235294
1349,unknown,unknown,Домодедово,sale,flat,2,12,1,28.2,4328700.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.85,unknown,unknown,Домодедовская,Космос ЖК,153500.0
1350,Анжелика Новикова,realtor,Домодедово,sale,flat,1,3,1,40.0,5250000.0,2014,Вторичка,1 лоджия,Наземная,13.0,15.0,3.0,Белые Столбы мкр, Мечты,unknown,Руполис-Растуново,131250.0
1351,Самолет Плюс - Домодедово,real_estate_agent,Домодедово,sale,flat,4,5,1,41.8,5000000.0,1985,Вторичка,1 балкон,unknown,20.0,11.8,2.5,unknown, Текстильщиков,Подольск,unknown,119617.22488038278
1352,unknown,unknown,Домодедово,sale,flat,6,17,1,37.31,7148596.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.82,unknown,unknown,Остафьево,Домодедово Парк ЖК,191600.0
1353,ID 9784,realtor,Домодедово,sale,flat,2,3,1,40.0,5200000.0,2015,Вторичка,1 лоджия,Наземная,12.0,14.0,2.8,Белые Столбы мкр, Мечты,unknown,unknown,130000.0
1354,Ирина Коханчук,realtor,Домодедово,sale,flat,14,17,1,34.3,5350000.0,2016,Вторичка,1 лоджия,Наземная,15.9,9.5,2.65,unknown, Курыжова,Подольск,Новое Домодедово,155976.67638483967
1355,unknown,unknown,Домодедово,sale,flat,1,12,1,58.25,8329750.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.85,unknown,unknown,Домодедовская,Космос ЖК,143000.0
1356,ID 71315,unknown,Домодедово,sale,flat,14,18,1,39.0,4650000.0,2022,Вторичка,1 балкон,Наземная,20.0,9.0,2.7,unknown, Современников,Подольск,Домодедово парк,119230.76923076923
1357,АЛЬФА-НЕДВИЖИМОСТЬ,real_estate_agent,Домодедово,sale,flat,4,5,1,36.0,4450000.0,1990,Вторичка,1 лоджия,unknown,17.0,10.0,2.7,Белые Столбы мкр,проезд 1-й Московский,unknown,unknown,123611.11111111111
1358,ID 103252419,homeowner,Домодедово,sale,flat,10,19,1,24.0,3790000.0,2014,Вторичка,unknown,unknown,18.0,8.7,2.7,unknown, Курыжова,Подольск,Домодедовский,157916.66666666666
1359,ID 49748443,homeowner,Домодедово,sale,flat,15,18,1,43.0,5140000.0,2023,Вторичка,1 лоджия,Наземная,22.0,9.0,2.7,unknown, Современников,Подольск,Домодедово парк,119534.88372093023
1360,ID 99505264,unknown,Домодедово,sale,flat,10,14,1,41.0,6970000.0,2015,Вторичка,1 лоджия,Наземная,20.3,12.0,2.8,unknown, Лунная,Подольск,unknown,170000.0
1362,ID 42982543,homeowner,Домодедово,sale,flat,10,16,1,31.5,6500000.0,2008,Вторичка,1 лоджия,unknown,15.9,8.0,2.6,unknown, Лунная,Подольск,unknown,206349.20634920636
1363,ID 97862974,homeowner,Домодедово,sale,flat,2,5,1,32.0,1300000.0,1959,Вторичка,1 балкон,unknown,22.0,8.0,2.7,unknown, Советская,Подольск,unknown,40625.0
1364,ID 94841571,homeowner,Домодедово,sale,flat,8,17,1,40.0,6550000.0,2013,Вторичка,"1 лоджия, 1 балкон",unknown,20.0,10.0,2.7,мкр. Западный, Текстильщиков,unknown,Мкр. Западный,163750.0
1365,ID 77600167,homeowner,Домодедово,sale,flat,11,17,1,40.0,7000000.0,2015,Вторичка,1 балкон,Наземная,19.4,9.7,2.7,unknown, Курыжова,Подольск,Новое Домодедово,175000.0
1366,ID 67232197,homeowner,Домодедово,sale,flat,2,17,1,42.0,6600000.0,2019,Вторичка,"1 лоджия, 1 балкон",Наземная,20.0,10.0,2.52,unknown, Гагарина,Подольск,Мкр. Северный,157142.85714285713
1367,ID 264354,homeowner,Домодедово,sale,flat,2,13,1,40.0,7700000.0,1999,Вторичка,1 лоджия,Наземная,19.0,11.0,2.7,мкр. Авиационный, Королева,unknown,unknown,192500.0
1368,ID 7996464,homeowner,Домодедово,sale,flat,17,17,1,49.0,6850000.0,2014,Вторичка,1 лоджия,unknown,44.0,8.7,2.7,Центральный мкр, Кирова,unknown,"ул. Кирова, 17",139795.91836734695
1369,ID 121504113,homeowner,Домодедово,sale,flat,7,17,1,46.0,7800000.0,2016,Вторичка,1 лоджия,Наземная,22.0,12.0,2.5,unknown, Курыжова,Подольск,Домодедовский,169565.21739130435
1370,ID 412549,homeowner,Домодедово,sale,flat,16,17,1,42.0,6900000.0,2014,Вторичка,"1 лоджия, 1 балкон",unknown,20.0,10.5,2.7,unknown, Текстильщиков,Подольск,Мкр. Западный,164285.7142857143
1371,ID 73316035,unknown,Домодедово,sale,flat,12,17,1,40.1,6200000.0,2022,Вторичка,1 лоджия,Наземная,16.0,10.0,2.7,unknown, Кирова,Подольск,"ул. Кирова, 17",154613.46633416458
1372,ID 106232331,homeowner,Домодедово,sale,flat,13,17,1,42.2,7200000.0,2013,Вторичка,2 лоджии,Наземная,20.0,10.5,2.7,unknown, Гагарина,Подольск,unknown,170616.11374407582
1373,ID 73975488,homeowner,Домодедово,sale,flat,6,10,1,44.4,9000000.0,2015,Вторичка,1 балкон,unknown,22.0,8.7,2.5,мкр. Авиационный, Ильюшина,unknown,Мкр. Авиационный,202702.70270270272
1374,Этажи,real_estate_agent,Домодедово,sale,flat,6,17,1,38.1,7300000.0,2016,Вторичка,1 балкон,unknown,17.0,8.7,2.7,unknown, Лунная,Подольск,Любимое Домодедово,191601.0498687664
1375,ID 116529519,homeowner,Домодедово,sale,flat,12,17,1,47.0,8000000.0,2015,Вторичка,1 лоджия,Подземная,22.0,11.0,2.8,unknown, Лунная,Подольск,unknown,170212.7659574468
1376,ID 251668,homeowner,Домодедово,sale,flat,12,14,1,43.0,7700000.0,2020,Вторичка,1 лоджия,Наземная,17.0,12.0,3.0,unknown, Гагарина,Домодедовская,Мкр. Северный,179069.76744186046
1377,ID 80885989,homeowner,Домодедово,sale,flat,14,17,1,45.0,8100000.0,2007,Вторичка,1 лоджия,unknown,19.0,9.0,2.7,unknown, Северная,Домодедовская,unknown,180000.0
1378,ID 93425368,homeowner,Домодедово,sale,flat,11,18,1,37.8,7800000.0,2017,Вторичка,1 балкон,Многоуровневая,22.0,10.8,2.7,unknown, Лунная,Подольск,Любимое Домодедово,206349.20634920636
1379,ID 112745570,homeowner,Домодедово,sale,flat,8,13,1,38.0,8300000.0,2009,Вторичка,1 лоджия,Наземная,17.5,10.0,2.8,unknown, 25 лет Октября,Подольск,unknown,218421.05263157896
1380,ID 121843359,homeowner,Домодедово,sale,flat,3,16,1,39.1,7955000.0,2006,Вторичка,1 лоджия,Наземная,19.0,9.0,2.8,unknown, Набережная,Подольск,unknown,203452.6854219949
1381,Самолет Плюс - Домодедово,real_estate_agent,Домодедово,sale,flat,9,17,1,44.8,5750000.0,2006,Вторичка,1 лоджия,unknown,17.0,10.0,2.7,unknown, Овражная,Подольск,unknown,128348.21428571429
1382,Ирина Стогний,realtor,Домодедово,sale,flat,2,5,1,32.0,5150000.0,1962,Вторичка,unknown,unknown,18.0,6.0,2.7,unknown,Зеленая ,Подольск,unknown,160937.5
1383,ГОРОБМЕН,real_estate_agent,Домодедово,sale,flat,4,12,1,41.0,7700000.0,2014,Вторичка,unknown,unknown,15.0,9.0,2.7,unknown, Кирова,Подольск,unknown,187804.8780487805
1385,ID 96063426,homeowner,Домодедово,sale,flat,7,8,1,40.3,6350000.0,2011,Вторичка,unknown,unknown,22.0,12.0,2.75,unknown, Лунная,Подольск,unknown,157568.2382133995
1386,unknown,unknown,Домодедово,sale,flat,2,12,1,32.22,4945770.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.85,unknown,unknown,Домодедовская,Космос ЖК,153500.0
1397,МОИС,real_estate_agent,Раменское,sale,flat,5,17,2,65.0,10990000.0,2017,Вторичка,1 лоджия,unknown,33.0,15.0,2.8,unknown, Крымская,Ипподром,Зелёная околица,169076.92307692306
1398,Экспресс-недвижимость,real_estate_agent,Раменское,sale,flat,2,14,2,58.3,7900000.0,2015,Вторичка,1 лоджия,Подземная,34.4,11.4,2.8,Залинейный, Лучистая,Фабричная,unknown,135506.00343053174
1399,Комфорт,real_estate_agent,Раменское,sale,flat,16,17,2,62.2,8500000.0,2008,Вторичка,1 лоджия,Наземная,30.0,11.5,2.8,Центральный, Приборостроителей,Ипподром,unknown,136655.94855305465
1400,ID 33907539,realtor,Раменское,sale,flat,5,19,2,83.0,10999900.0,2014,Вторичка,1 лоджия,unknown,22.0,14.0,3.0,Западный,Северное шоссе,Фабричная,Раменский,132528.9156626506
1401,Комфорт,real_estate_agent,Раменское,sale,flat,9,14,2,58.3,7850000.0,2017,Вторичка,unknown,Подземная,27.0,10.0,2.8,Залинейный, Лучистая,Фабричная,unknown,134648.3704974271
1402,ИП Шишкина М. Е.,real_estate_agent,Раменское,sale,flat,4,9,2,62.4,8999000.0,2012,Вторичка,2 лоджии,Наземная,35.0,15.0,2.7,unknown,Дергаевская ,Ипподром,unknown,144214.7435897436
1403,unknown,unknown,Раменское,sale,flat,16,16,1,36.4,8174690.0,2023,Новостройка,unknown,unknown,22.0,8.7,2.75,Северный, Семейная,Раменское,Десятка,224579.3956043956
1404,Анна Стадник,realtor,Раменское,sale,flat,10,22,1,36.1,5890000.0,2014,Вторичка,1 лоджия,unknown,17.0,10.0,2.8,Залинейный, Лучистая,Фабричная,Солнечный,163157.8947368421
1406,Кредит-Центр Недвижимость,real_estate_agent,Раменское,sale,flat,5,5,1,31.7,4590000.0,2014,Вторичка,unknown,unknown,18.0,5.4,2.7,Центральный,Железнодорожный проезд,Раменское,unknown,144794.952681388
1407,ID 110768227,realtor,Раменское,sale,flat,3,17,1,44.0,6500000.0,2014,Вторичка,unknown,unknown,22.0,8.7,2.7,мкр. МЖК,Дергаевская ,unknown,unknown,147727.27272727274
1408,Кредит-Центр Недвижимость,real_estate_agent,Раменское,sale,flat,11,21,1,37.1,6600000.0,2014,Вторичка,1 лоджия,unknown,19.0,10.0,3.0,Западный,Северное шоссе,Фабричная,Новый Раменский,177897.5741239892
1409,Яищу,real_estate_agent,Раменское,sale,flat,1,21,1,35.0,6150000.0,2014,Вторичка,1 лоджия,unknown,20.0,10.0,2.7,Западный,Северное шоссе,Фабричная,Новый Раменский,175714.2857142857
1410,ID 13079591,homeowner,Раменское,sale,flat,4,17,1,42.4,7300000.0,2015,Вторичка,1 лоджия,Наземная,21.0,9.8,2.6,Залинейный,Высоковольтная ,Фабричная,Парк на Фабричной,172169.81132075473
1411,unknown,unknown,Раменское,sale,flat,16,16,2,53.1,10909366.0,2023,Новостройка,unknown,unknown,22.0,8.7,2.75,Северный, Семейная,Раменское,Десятка,205449.4538606403
1412,ID 89450272,homeowner,Раменское,sale,flat,4,17,2,66.0,10000000.0,2016,Вторичка,1 лоджия,Наземная,32.8,17.5,2.8,unknown, Крымская,Ипподром,Зелёная околица,151515.15151515152
1413,Экспресс-недвижимость,real_estate_agent,Раменское,sale,flat,1,3,2,35.3,5200000.0,1959,Вторичка,unknown,Наземная,24.3,5.8,2.7,Центральный, Стальконструкции,Ипподром,unknown,147308.7818696884
1414,Экспресс-недвижимость,real_estate_agent,Раменское,sale,flat,7,9,2,45.0,7000000.0,2014,Вторичка,1 балкон,Наземная,28.0,7.5,2.7,Западный,Коммунистическая ,Фабричная,unknown,155555.55555555556
